,review_date,review_title,review_text,rating,date_of_stay,trip_type,reviewer_name,contribution,help_full_votes,location_reviewer,Location_rating,Service_rating,Cleanliness_rating,Rooms_rating,Sleep_Quality_rating,Value_rating
2440,Dec 2012,Disappointed with Hotel,"The prices this hotel charged were very similar to that of Novotel, but infrastructure quality is below par. Feel of the hotel is like a 3 star hotel. Food is just average.

Beds not good for back - painful. Stinky pillows - got them changed. Seems outdated tech wise.",3.0,December 2012,business,Parmeshta,11,8,"Seattle, WA",4.0,4.0,3.0,2.0,2.0,2.0
2441,Dec 2012,Very comfortable stay,"This is the first time I stayed here and I came away very impressed.

As the name goes, the hotel is a bit too inspired by lemons. From the fresheners in the lobby to the toiletries in your room - its all lemons! But if you dont mind that - you will not have any complaints.

The room - very comfortable bed, adequate space for a desk, couch and TV set. The batrooms were clean and nice. A BIG thank you for the complimentary water bottles.

The food that one orders into the room is good and tasty but a bit too pricey.
Breakfast had a good spread.

I went to the bar only once and it was nice and loungy. The small pool table was the only entertainment there. The seating arrangements seemed a bit confused though.

The hotel was very accessible and easy to locate,",4.0,December 2012,business,SameerM,115,36,"Bengaluru, India",5.0,4.0,4.0,4.0,4.0,4.0
2442,Dec 2012,Two nights for a business trip in Hyderabad,"Lemon Tree hotel stay was a great experience for me. I just picket this hotel with no prior information or opinion on this. Glad that it turned out to be a good choice. The included breakfast choices were good, with good vegetarian options. Room was comfortable. They accommodated an early morning checkout since I had a flight to catch and arranged earlier breakfast which was a nice gesture.

The kebab's at Kebab station and evening snacks were good at the Citrus. I was very busy so cannot comment on the other services and amenities offered.

Broadband free access is limited at 30 mins. This was not an issue for me since I had a 3G enabled iPad, could be a point to note for other visitors.",5.0,December 2012,business,Shrikant D,1,,"Bangalore, India",5.0,4.0,5.0,4.0,5.0,5.0
2443,Dec 2012,Pleasant hotel,I have been coming here on a regular basis for the last one year. The rooms are very clean and the staff very friendly and courteous. It caters to all the needs of a regular traveler. I will definitely come back to this hotel.,4.0,December 2012,business,e4411a,1,,"Linz, Austria",4.0,4.0,5.0,4.0,3.0,3.0
2444,Dec 2012,"Good hotel, a Four star","I recently stayed at this hotel for 3 nights at Hyderabad. Though there is not much to complain the hotel has some lackings. As expected from a business hotel, it did meet most of the standards of a Four star.

But the thing which really set me off is the quality of the food, which is served at the coffee shop (I think they called it the Citrus). Being out most of the day, I only had the dinner at the outlet and B'fast at times. The menu was quite repititive and they were not what you would expect in THAT hotel.

Though I must appreciate the Chef and F&B guys, who were very courtious and helpful at all times. To retain its standard it must improve the food quality.

Another matter that really upset me was that I had been requesting a higher floor room since I made the booking. But throughout my stay I was told that there are no vacant rooms, though I checked the net and found vacant rooms avilable.

Well the Shaving mirror in my room was not steady enough and I had to leave it finally as you need both your hands to shave. and the water in the shower area never drained, but I guess this cannot be corrected. I stayed at room # 204 or 5 I think.

But oherwise the stay was uneventful and allright. It was fine with me as the location was great for me.",4.0,December 2012,business,Jayanto_mohanto,13,6,"Bengaluru, India",5.0,4.0,4.0,5.0,5.0,5.0
2445,Dec 2012,Great for Business Travellers to HiTech City,"I've visited LemonTree Premier twice in the last 5 months on business, and it is an outstanding hotel choice for business travellers. The staff are extremely attentive and friendly - the service is far beyond what I've ever gotten back home in the USA. The front desk is able to arrange transportation very quickly, and at all times of the day or night. Aside from my daily commute to HiTech City, they also arranged my airport pick up (at 3:30am), airport drop off (leaving at 1:00am), and a 5:30 am downtown trip on a Sunday morning.

The restaurants are fantastic. The staff recognized me from a trip 5 months earlier, and every morning they'd have my ""usual"" order ready within minutes of my arrival. The Executive Chef, Himanshu, would regularly ask me how my meal was, and was very helpful when it came to navigating the local cuisine.

The rooms are clean, spacious, and an in-room safe is provided for valuables. Two liters of water a day are provided, which is a pleasant suprise. 30 minutes of wireless is complimentary, but I opted for the daily use for a fee - no bandwidth issues, and I was able to use WebEx, Skype, etc with minimal issues. Laundry service was prompt and done quite well.

Overall, LemonTree Premier makes my business travel much easier, and I will continue to stay with them whenever I'm in Hyderabad.",5.0,November 2012,solo,JnCBaker,22,10,"Naperville, Illinois",4.0,5.0,4.0,4.0,4.0,4.0
2446,Dec 2012,Good hotel but costly,It is a good hotel but little bit costly to stay. Good place for a good nights sleep and not much traffic near the hotel to disturb you. Need to improve on the food options and value for money aspect.,3.0,December 2012,business,Pravin K,1,1,"Mumbai (Bombay), India",3.0,3.0,4.0,4.0,4.0,2.0
2447,Dec 2012,Republic of noodles- a true thai find!,"I have not stayed at this property in Hyderabad. This restaurant came highly recommended and I can assure you that it was one of the best thai/ Malay/Indonesian meals I have had. Partly perhaps because I was tired of eating Indian food during my stay and really fancied something different.

To start, we had the prawns lightly sautéed with garlic and pepper (something like that...). Very good! We then got a red curry with sticky rice and a wok dish that our waiter recommended. The white wine served was chilled to perfection. The portions are big. The staff is very helpful.

A real gem. A real find. The setting was simple with a south East Asian ambience. It is good for a work dinner or post work dinner (after too many meetings).",5.0,November 2012,business,Pat S,70,19,,,5.0,,,,5.0
2448,Dec 2012,Awesome.,"My Max Respect to this Hotel. its pretty awesome, but the food is only little expensive and, the team in the hotel is koolll.. i liked the hotel like hell. and the pool is wicked. the service is awesome either.",5.0,December 2012,couple,Abhinav Chikile,3,8,"Hyderabad, India",5.0,5.0,5.0,5.0,5.0,5.0
2449,Dec 2012,Luxious Hotel,"Compared with other hotels, Lemon tree is relatively expensive in Hitech city, but it's worth of value indeed. Guests should be allowed to choose shifting to Redfox freely since thess two hotels from one parent company but the latter one is much cheaper that Lemon tree.",5.0,December 2012,business,Kevin Z,1,1,Delhi,5.0,3.0,5.0,5.0,5.0,5.0
2450,Dec 2012,Good & Pleasing stay,"I was on a business trip to Hyderbad with original booking in RedFox. Thanks to Lemontree group, got complimentary upgrad of my room from RedFox to LemonTree. It was indeed an awesome experience staying there with multple choice of foods, courteous staff at all steps, cleanliness, security and overall. Room Service has some scope of improvement. In nutshell, a pleasent stay.",4.0,December 2012,business,Nav,11,,"Ghaziabad, India",5.0,4.0,5.0,5.0,5.0,5.0
2451,Dec 2012,Lemon Tree = Value for Money,It's a great business hotel and is just right for business travelers. The house keeping staff are good and do a great job and also the breakfast has a decent spread. I also enjoyed the Spa after a long tiring days work.,4.0,December 2012,business,Prabhakar S,1,,"Bangalore, India",3.0,3.0,3.0,3.0,3.0,4.0
2452,Dec 2012,Feedback on my Stay,"Everything was excellent except for the below points
1) I had to take my baggage alone till my room when i checked in
2) First time I see that a Star Hotel charges for Internet. Something which is unheard of in Bangalore. Even in Hyderabad, last time when I stayed in Avasa, Internet was absolutely free.",4.0,December 2012,business,sharat_shankar,2,2,"Bangalore, India",4.0,3.0,5.0,4.0,4.0,4.0
2453,Dec 2012,Enjoyed the stay,"I had been to Hyderabad to attend a conference at Hyderabad International Convention Centre at Hitec city from 30th Nov 12 to 1st Dec 12. Found this business hotel, which was just 4 km from the Convention Centre quite convenient. When I checked in I was delighted to know that I had been upgraded to a Junior suite. As it was dinner time, I serarched the room menu card and ordered two of their signature dishes, Laksa – Curried noodle soup with chicken or shrimp and Lemon Tree Club Sandwich – with fried chicken, fried egg, cheese and crisp Bacon. Both were fantastic. They are also available in vegeterian versions. The morning breakfast spread were quite elaborate.

Hotel staff were eager to offer their help and were very courteous . One night when I was free, asked the staff at the gate to guide me to a nearest mall. They suggested that nearby InOrbit Mall, which has a Cineplex too, is just 2 km away and I can reach there by hiring a Auto Ricksaw (quite easily available at Hyderabad) by paying just Rs. 20-30 (less than half a dollar). The mall has an excellent food court serving both Indian and international foods.

Beds were comfortable. Everyday complimentary quality toiletries were replaced.

Only thing I found wanting that the quality of cable TV reception was poor and so as number of available channels.

Overall it was an enjoyable stay.",4.0,December 2012,business,Ranjit1957,157,31,"Bhubaneswar, India",5.0,4.0,5.0,5.0,5.0,4.0
2454,Dec 2012,Very Pleased with My stays,"I have stayed twice now at this hotel. Each time I've been very pleased. They treat me like family, calling me by name and having things like taxis ready for me before I even ask. The restaurant food is very good with a wide variety of dishes offered. In addition, I've had good success with the internet here, which is not always true at other places. Taxi's have always been on time waiting for me at the airport and no problems on the return trip as well. The hotel has the amenities of a western hotel including a very nice pool, gym, etc. I would have gone 5 stars and only dropped it one due to occasional noise from the street (cars honking), and only when you have a room on the street side of the hotel. I will definitely continue to stay here.",4.0,October 2012,business,JeriD60713,4,1,"San Francisco, California",5.0,5.0,5.0,5.0,4.0,5.0
2455,Dec 2012,It was Ok could have been better,"Although you say that breakfast is complimentary, you display it as a charged item along with your room tariff. Because of this, we have problem in claiming the bills at Office. Please do not do this.",3.0,December 2012,business,Vishal_Aasthik,2,,Noida,3.0,4.0,4.0,4.0,4.0,2.0
2456,Dec 2012,Excellents,"Every things was very good .It was a happy staying. We note a kindly environment.
The restaurants and the room was excellent and clean with complementary stuff
We used massage service and it was very good.",4.0,December 2012,couple,Voyage75607,1,,,4.0,4.0,4.0,4.0,5.0,4.0
2457,Dec 2012,Internet and Taxi Service need improvement,"Overall the hotel represents good value.

However the internet can only be used on single device at a time. In this day and age thats very annoying and seems punitive in this day and age. There is also no wifi in the bar, restaurant or near the pool which is a shame.

The taxi service suffers from indian time syndrome. Being told that my taxi was 5 minutes away every 7 minutes for an hour is exceptionally annoying. This needs to stop. An honest time estimate enables you to make alternative arrangements if you need to rather than just getting increasingly frustrated. After a few days of this I simply started walking or taking Auto Rickshaws rather than dealing with the hotel desk staffs inability to estimate time.

Stop by to see Sarkar in the bar if you want a fun evening. Be prepared for fashion TV though!",3.0,December 2012,business,Simon P,1,1,"London, United Kingdom",3.0,4.0,4.0,2.0,2.0,4.0
2458,Dec 2012,Lemon Tree - Hyd,Good place with great service and options...perfect for Business Stays...has excellent location and great options for food. The staff is courteous and helping...I would recommend this hotel to business travellers..,4.0,December 2012,business,SarabjeetKochar,2,,"Gurgaon, India",4.0,4.0,4.0,4.0,4.0,3.0
2459,Dec 2012,"ok hotel, good location, loud traffic","First time and first hotel in India so if I rate this to other hotels I stay in around the world, I would rate it as average. Perhaps it is higher then that for the area.

The staff is friendly and services in the hotel run pretty smooth. Getting a car service will also take longer then expected even when you book ahead of time. Rooms are pretty small, I recommend a junior suite which didn't seem that much more expensive (but paying in foreign currency).

Location is very good for all the surrounding offices. Food in restaurants and room services was above average.

I recommend you ask for a room not facing the main road as you will hear the car noise and honking all night long.",3.0,December 2012,business,CanadianinBatonRouge,2545,572,"Baton Rouge, Louisiana",4.0,4.0,3.0,3.0,2.0,4.0
2460,Dec 2012,Feedback,Food was excellent. Cab Service was bad.No information on the Extension phone lines in the room. Extension Numbers to be displayed. None of the personnel's know South Indian language..................,4.0,November 2012,business,Ramesh V,1,,Bangalore,5.0,1.0,5.0,4.0,3.0,2.0
2461,Dec 2012,Tad expensive but a very good business hotel,"If your business and clients are around hitec city, this hotel is highly recommended!

warm welcome,prompt check-in,easy access to all places including the airport, nice bar and dining ,comfortable rooms and high service levels is what you can expect.

Mid night buffet is a major attraction at this place!

I have stayed here many times and would recommend this to anybody looking for a business hotel.",4.0,April 2012,business,Madan R,127,85,"Singapore, Singapore",5.0,4.0,5.0,4.0,4.0,4.0
2462,Dec 2012,High Price for a regular Hotel,"If you are one who goes by looks alone, Lemon Tree Hyderabad should appeal to you - Gleaming, clean, courteous staff and all basics in place. Dig a little deep and you see the gaps.

All the basics are in place - cleanliness, courtesy and spacious rooms and all facilities working well. Food is mediocre across the restaurants and it is uniformly tasteless irrespective of South Indian or North Indian dishes. I did not experiment beyond french fries in non Indian food !!!

Mini bar is a rip off and supplies provided in in room coffee / tea maker are old stock !!

My suggestion - stay there , find a nearby place for food !!!",3.0,November 2012,business,sundara,110,59,Bombay,4.0,4.0,5.0,4.0,4.0,3.0
2463,Dec 2012,Excellent Hotel,This is the first time I stayed in Lemon Tree but I really liked the hotel. I have always stayed in Hyatt or Leela so this was a surpirse. I was impressed by their hospitality and the staff were really professional but friendly and helpful. The room rates are much more economical for the great experience. Food is also good and there was variety in their Citrus Cafe. All in All a great experience.,5.0,November 2012,business,pnkulkarni,23,1,"Pune, India",4.0,5.0,5.0,4.0,5.0,5.0
2464,Nov 2012,An excellent place,"An excellent hotel to stay the hospitality, cleanliness and food are excellent, in room dining is so good and they understand your taste better. An excellent hotel with all facilities and with very friendly staff.

They give you personal attention including the chief chef at the restaurant will enquired about your food and its taste which makes you feel so comfortable.",5.0,November 2012,business,Radhaa A,1,,"Chennai (Madras), India",5.0,5.0,5.0,5.0,2.0,5.0
2465,Nov 2012,Excellent stay at the Lemon Tree Premier,"I moved to Hyderabad after a 3.5 years stay in Europe. While me and my family were grappling with the culture shock, our 2 month stay at the Lemon Tree Premier Hotel (before I could move into my apartment) provided an oasis of comfort and happiness. My family and I enjoyed an extremely comfortable stay at the hotel. The staff was very friendly and attentive, offered very good service and we even befriended several of them. The quality of food, variety of choices, ambience of the restaurants and the quick service offered ensured that we ate in the hotel restaurants during most of our stay. We enjoyed the sense of humour displayed on the table mats and posters on corridor walls and even in the restrooms - very sophisticated indeed! It is a very chic hotel with an emphasis on cleanliness, comfort and great service. The open to sky swimming pool, gym and spa services are very good. The location of the hotel at the center of Hi-tech city was convenient for me from my work perspective. It was a total value for money experience and we would like to visit again.",5.0,August 2012,family,sweetmusic23,14,2,"Hyderabad, India",4.0,5.0,5.0,4.0,5.0,4.0
2466,Nov 2012,Good value for money for Business Travellers,"I recently stayed at Lemon Tree, while on a business meeting in Hyderabad. The location is very convenient - at the center of Hi-Tech city, Madhapur. Good ambience, nice and friendly staff. A very hearly breakfast is included in the room rate - with wide variety of choices. Internal wi-fi is quite good. Would surely recommend....",5.0,November 2012,business,AGuha,5,1,"Kolkata, India",5.0,4.0,4.0,4.0,4.0,5.0
2467,Nov 2012,good,"the exp was good but the taxes are really high and should be revisted. food was good
overall exp was good",4.0,November 2012,business,bagmi s,14,2,Germany,5.0,4.0,5.0,4.0,3.0,4.0
2468,Nov 2012,Hospitality at its best,"Stayed here for 4 days during a recent business trip.. the stay was fantastic.. Am very picky on the quality of service coz of the industry i work in.. every single request of mine was catered to beautifully.. One of the nights, i was working late due to which i had managed to grab some food from outside.. When i reached the hotel it was already 3am. i called the in-room dining and asked them to send me a person who could microwave the food for me. Not only did they heat it, they even served it beautifully in a bowl along with some raita and salads (on the house). Right from the moment u step into the hotel, everyone including the usher at the entrance to the chefs in the dining area, have this very pleasing personality. I enjoyed my stay and would definitely recommend this to everyone.",5.0,October 2012,business,PS1982,68,83,"Kuala Lumpur, Malaysia",5.0,5.0,5.0,5.0,5.0,5.0
2469,Nov 2012,Feed Back,overall a very good hotel.Value for money.Location is perfect.Front desk people are very warm and hospitable.Good...Keep up the Good work...,5.0,November 2012,business,Asif S,12,4,"Bangalore, India",4.0,4.0,4.0,3.0,4.0,4.0
2470,Nov 2012,lemon fresh review,as fresh as lemon... stay at lemon tree..no tips and guidelines needed.only wish- window could open..(if not for mosquito)..IN ALL GOOD JOB !!1,4.0,November 2012,business,pallavi s,1,,"Nagpur, India",5.0,4.0,4.0,4.0,4.0,4.0
2471,Nov 2012,"Excellent location, clean rooms, friendly staff & good food.","I stayed at this hotel for 2 weeks on a business trip and the experience was very positive. Staff is friendly and attends to guest needs to the best of their ability. Check in and check out was expedient. Rooms were clean and well appointed. Room service was punctual. I especially liked the breakfast and dinner buffets. They had good mix of Indian and western dishes on a daily basis. At the end of stressful business days, the food and the friendly staff at Citrus Cafe made for a good dining experience. I plan to stay at this hotel on my next trip to Hyderabad and I am recommending it to all my business colleagues.",4.0,October 2012,business,Rnss,1,,"San Francisco, California",5.0,4.0,4.0,4.0,4.0,4.0
2472,Nov 2012,Lemon Tree Comfort at Value Price,I loved everything Lemon Tree. I have stayed in their hotel in Delhi and other cities and consistent good service. The restaurant Republic of Noodles served authentic food. From taking the reservation to check out it was a seamless experience. Highly recommend.,5.0,October 2012,business,Foodie1008,1,,"Mumbai (Bombay), India",5.0,5.0,5.0,5.0,5.0,5.0
2473,Oct 2012,"Good for short stays, but with a decidedly misogynistic tone","The good: rooms are small, but well apportioned with a full couch and a few desk spaces. The curtains block out all light which makes sleeping extremely easy. The in-room dining service is excellent and prompt, and if there are any wrong orders, they fix it immediately. Also, the front desk staff is attentive and also quickly fixed an over-billing issue in a very short amount of time.

The OK: Breakfast was good, if a little boring (I was there for 9 days, so YMMV). The different hotel restaurants provide a variety of meal choices, as well as in-room dining.

The Bad: there is a strain of anti-women and misogyny, combined with adolescent humor, which pervades all facets of the decor in this hotel. Off-color jokes about killing wives and jokes which demean women abound in the ground floor restaurant, which is hard to miss when they are on the walls and on the placemats. Who in their right mind thinks buying t-shirts with idiotic phrases such as ""Beer Belly in Training"" and framing them was a good decor idea?

In the end, this hotel is clean and neat, but I can't at all recommend it at all for those staying 2+ nights. Also, I won't be staying at this hotel again because of the rampant anti-woman material throughout the hotel - if a hotel could be compared to a person, this hotel is a slightly insecure adolescent trying to look cool by putting people down.",2.0,October 2012,business,BombayFlights,12,12,,3.0,3.0,4.0,4.0,5.0,3.0
2474,Oct 2012,Excellent value for money,"I found this hotel excellent for the people who are always on the move for business. After a stressful day at work, a visit to the hote's spa helps the guest to get a peaceful night. Well maintainied gym and swimming pool are other attractions to those who care their daily workouts.",4.0,October 2012,business,Sajeevanpk,6,,"Bangalore, India",4.0,4.0,5.0,5.0,5.0,5.0
2475,Oct 2012,feedback,"it was wonderful to stay in such a clean and tidy place but for the first time i was overcharged by the company....infact double charged...

i request the customer complaint manager of lemon tree to please call me and understand the whole issue when i was double charged while my collegues staying there were not so charged bec they took up the matter with senior there...i came to know only after i paid the bill...",5.0,October 2012,business,sonal t,1,,"Pune, India",5.0,5.0,5.0,5.0,5.0,3.0
2476,Oct 2012,Very Helpful Crew,This is one among the best hotels in Hyderabad. The crew is energetic & provide excellent service. Rooms are very clean & beautifully decorated. I found the food to be bit expensive.,4.0,October 2012,business,Vijay N,1,,"Bangalore, India",4.0,5.0,5.0,5.0,5.0,3.0
2477,Oct 2012,Feedback,"Hotel is a good value for money. In general, My stay was good. Needs improvement in providing the amenities daily consistently. I stayed 5 days, it was not consistent. Secondly, Plates in the dinning Hall and tea Cups in the Rooms have to be cleaned properly. Stains are witnessed in many food plates and tea cups in the rooms.

It is a suprise to note that Hotel charged me, for having used Toll free number. I did not aware of this, otherwise, I would not have used Hotel phone, I would have used my cell phone.",3.0,October 2012,business,Srinivasan S,1,,"Chennai (Madras), India",5.0,3.0,4.0,3.0,3.0,4.0
2478,Oct 2012,Excellent one,"This was my First experience in Lemon Tree Hyderabad , Excellent service and Nice Hotel.
i will prefer only Lemon Tree for My Business as well as Personal Trips.",5.0,October 2012,business,abhishek t,1,,Pune,5.0,5.0,5.0,5.0,5.0,5.0
2479,Oct 2012,Thanks Lemon Tree,I stay in Lemon Tree hotel during 7-18 October 2012. The hotel is so clean and nice hospitality. I like this hotel.,5.0,October 2012,business,Somsong C,1,,"Pathum Thani, Thailand",5.0,5.0,5.0,5.0,5.0,5.0
2480,Oct 2012,Great place to stay at Hyderabad,"The staff where great, polite and always available to extend assistance.

security is good.

good fitness center with attentive guide to help you with the equipments proper use.

nice hotel at the center of hyderabad hytec city",4.0,October 2012,business,Ver G,1,,Philippines,4.0,5.0,5.0,5.0,4.0,5.0
2481,Oct 2012,Thanks,"I have been staying at this hotel for periods of a week each during the last 4 months. The stay was made very comfortable and the staff are very friendly. They go the extra stretch to make your life really comfortable, to site an example I was able to get a salad from Ms Sarita of room dining which did not figure on the menu. I walk into the bar and Mr.Sarkar or Neeraj either one of them work with me to fashion my drink exactly the way I like it with a broad smile added on. Lastly but not the least, the house keeping boy, I do not know his name, had fashioned a beautiful Ganesha, at me bed side, using towels, a photograph of which is with me and I have shared it with all my loved ones. Kudos to the Lemon Tree Team, please do not slip as your have raised the standards of hospitality. Good luck and God Bless.",4.0,October 2012,business,ChandraShekar N,1,,"Pondicherry, India",3.0,5.0,4.0,3.0,4.0,4.0
2482,Oct 2012,Best choise to stay in LemonTree hotel for your business.,"Clean room & completed services can serve all customers.
And the most important is that you can see smile everywhere in their waiters' face.

I stayed in this hotel for over 1 month, every night or morning when I enjoyed my breakfast or dinner buffet, they can remember the special food style you used to order.
They will send some sunny egg or hot NAAN on your table automatically. It is sweet.
Anyway, the service is very good.

In addition, no doubt with clean room & clean water.

Also when I have no idea to go in the weekends, hotel can provide you a free tour guide and give you some suggestions & full car package you want to visit if you need. It is quite safe & easy to have a tour to visit some special tour in India. You don't need to worry how to find a taxi or travel problem.

Anyway, it is a nice hotel. If I have another chance to come to India again, I think I will choose LemonTree.

Thanks.",5.0,October 2012,business,Roger F,1,,"Hyderabad, India",5.0,5.0,5.0,5.0,4.0,5.0
2483,Oct 2012,General,"Good hospitality - This is my sixth trip stay at Lemon Tree - Would like to continue the stay for future trips too.

Points to improve ------
1. Quick checkin for repeated customers is expected - I wouln not like to go through the same lenghty procedure each time I check-in

2. News papers are placed very late -- Papers are to be there by 6 am

3. Explore thr possibility of internet 24 hours for all.",5.0,October 2012,business,Rajakrishnan R,2,2,"Chennai (Madras), India",5.0,5.0,5.0,5.0,5.0,5.0
2484,Oct 2012,Wonderful Stay,It is one of the great staying experience of staying in a hotel in the country. I wanted to thank everyone in the front office for being so prompt and courteous and special thanks to service staff and Pintu for making stay so comfortable.,5.0,October 2012,business,Rakhal P,7,8,,3.0,5.0,5.0,5.0,5.0,4.0
2485,Oct 2012,a bit isolated from the city,"but as my business was around HiTec city that didn't matter. the hotel was really excellent in all respects, professionally run, with attentive and friendly staff from reception to restaurant. nothing seemed too much trouble, everything worked. lemon tree will be my hotel of choice for Inida in future!",5.0,October 2012,business,Pbwater,6,1,"Wollongong, Australia",3.0,5.0,5.0,5.0,5.0,5.0
2486,Oct 2012,My First Stay in Lemontree,"The over all experience was very good. Ambience, service, courtesy Etc. were all OK. This was a corporate booking. I didn't like one treatment. When I went to have the complementary breakfast, I was asked my room number. No body else coming else esp foreign nationals were not asked. I didn't like this part",4.0,October 2012,business,Wish I,3,1,"Bangalore, India",4.0,4.0,4.0,4.0,4.0,4.0
2487,Oct 2012,They make you feel like home when you’re all alone.,"Several people from my company have stayed in the Lemon Tree for long term 2-3 month visits from the USA. I also stayed there while looking for a local apartment. The service was excellent. High speed internet is reliable so I was able to work from the hotel if needed.

There are multiple restaurants in the building and for long term guest they would even make us something to remind us of home from time to time. The Slounge is a nice place to relax after work and they even have movie schedules so you can have a drink, some food, and watch a movie on their projector.

Although I have moved into my own apartment I still return to the Lemon Tree weekly to enjoy their lunch buffet. I also stay at the Lemon Tree when traveling to other cities.",5.0,September 2012,business,SeagalCQ,4,3,"Hyderabad, India",5.0,5.0,5.0,5.0,5.0,5.0
2488,Oct 2012,Excellent,"have stayed there once (Q1 of 2012). Excellent rooms, service, food - overall a good package. Concern is location. Will find it useful if you have work in HITEC city otherwise distance from Airport is high.",5.0,January 2012,business,Sumitd1979,17,11,"Chennai, India",,,,,,
2489,Oct 2012,"Review after my 2nd stay at Lemon tree premier, hitec city, hyderabad.","this was my second visit & stay at this hotel/property (from 1st oct. '12 to 4th Oct. '12).
the location is convenient from airport, as well as Secunderabad station although the international airport is closer distance-wise & Travel-time wise.
The hotel-staff are always very courteous & very attentive.
i simply love this hotel. the rooms are spacious although the bath-rooms are a teeny-bit small.

Their buffet spread at the Citrus Cafe`/Restaurant for Breakfast, Lunch & Dinner is nothing short of highly exceptional. well, i personally loved the spreads always.
Definitely looking forward to my next stay. Hope that the wi-fi soon becomes free, at least for the Hotel-residents ??",5.0,October 2012,business,Saurabh Beriwala,3,1,"Kolkata, India",4.0,5.0,5.0,4.0,5.0,5.0
2490,Sep 2012,Great service and stay,I have stayed twice at the Lemon Tree Premier in Hyderabad. The staff has been outstanding. They are always checking to see if my stay is good and if I need anything. The accommodations are very good. It is refreshing to have hardwood floors. I will be back!,5.0,September 2012,business,aaruss,3,2,"Morgan Hill, California",4.0,5.0,5.0,4.0,5.0,5.0
2491,Sep 2012,"Stay at Lemon Tree, Hyderabad","Lemon Tree is located in the Hitec city in Hyderabad. The location is very convenient for accessing all business areas in the IT and pharma world. The hotel is very well designed for business travellers, who look for value for money. The facilities are very good for a short business trip. The hotel charges for internet, but explains on the counter why that's the case. The Citrus coffee shop is standard across all Lemon Tree facilities, and the experience here is consistent with other properties.",4.0,September 2012,business,Aashish,84,16,"Pune, India",5.0,4.0,4.0,4.0,5.0,5.0
2492,Sep 2012,"Average Hotel, good location, high price","I stayed at the Lemon Tree Premier hotel at Hyderabad. I found the hotel to be average. The biggest advantage staying at this hotel was the location. This is right in the middle of HITEC city in Hyderabad, just next to the Cyber Gateway and Cyber Pearl.

The room was good, nice and clean but the bathrooms were quite small and average. Getting out of your room and finding the door to the lift lobby became a challenge. There were four similar doors and after sometime I figured out that the door where ""Staff Entry"" is not mentioned is the one that takes you to the lift lobby.

Breakfast was included in the package and was decent. Not much of a variety but I would say that it was quite good.

The price that I paid for the hotel was quite high as compared the facilities.

Lastly, Wi-fi was free for just 30 minutes. This is something that I feel most hotels in India charge for and there is no good reason. Most hotels in the APAC region do not charge for accessing wi-fi.",3.0,September 2012,business,AmitG1976,33,15,"Noida, India",5.0,3.0,5.0,4.0,4.0,2.0
2493,Sep 2012,Value for Money,"I stayed here for 1 night during Sep 12 and must that the hotel is value for money. If you have business in / near Hi Tech city, this is probably one of the best places to stay. Its a relatively new property with clean rooms and very good variety of food. The only challenge I faced was during the morning breakfast time. There were too many guests, given the space available. Guests are not assigned table and its free seating. I had to change my table 3 times during the breakfast as I always found someone occupying my place when I went for next helping !!",4.0,September 2012,business,AVIJIT G,14,18,"New Delhi, India",5.0,3.0,5.0,4.0,5.0,5.0
2494,Sep 2012,Convenient for HITEC City,"Fairly convenient for HITEC City although you will need a taxi to get into the office if on the Mindspace campus (there are actually hotels on campus but they are more expensive). Would not recommend walking around outside of the hotel grounds as there are no sidewalks, active construction in front of the hotel next to a gas station, Indians in general are dangerously bad drivers and pedestrians get killed by hit and run drivers here all the time.

Restaurants serve a good range of Indian and other world cuisines and the food is good and clean. Be aware that the asian cuisine restaurant does not serve alcohol and will not walk across the hall to the other restaurant that does serve it (that's just dumb).",4.0,August 2012,,TooManyHiltons,4,1,"Dallas, Texas",3.0,4.0,4.0,3.0,,4.0
2495,Sep 2012,Need to push them to serve you,"I stayed here for 02-nights during Sep'12. They are very rigid when it comes to anything and under no circumstances they ensure that you get anything more than the 30-minute complimentary wi-fi. When I just entered the hotel everybody was busy, but nobody even noticed that I needed a little help with my luggage. I had to remind them at the check-in counter that I had arrived, else, I would have kept on waiting. I stayed in room number 1022 and the check-in guy told me I got an upgrade but I don't think so. My experience was if you are humble, you are ignored; If you are a bit aggressive you are treated well. The people are very good, but it looks like management has given them certain instructions, which may not always be in favour of the guests. The restaurant experince on the first night was not very good. 2 staff members were just fiddling with the TV remote and no way I could watch the news channel. Surprising a channel like Times Now were missing from their list of channels. The check-out experience was horrible. It took me approx. 20 minutes to check-out. I was the only person at the counter when I checked out.
I felt that overall the management is very high handed. Take it or leave it attitude.
Positives - Rooms were clean, service was average, price I will say slightly higher. They accept Jet Privilege Mileage cards",3.0,September 2012,business,KunalBanerjee,2093,99,"Mumbai, India",3.0,3.0,4.0,4.0,4.0,3.0
2496,Sep 2012,"Excellent hotel, world standard!","Stayed for a day here, after my stay in Lemontree Bangalore last month. Liked the freshness of the hotel and nice and courteous staff. Good going guys, keep it up. One OFI, can you not have card type keys, instead of the old fashioned metallic keys? I didn't mind it, but my colleague from Israel, commented on this, allthough even he was floored by your hotel.
Another feedback is the softness of the bed; personally I would like a softer bed.",5.0,September 2012,business,Sarkar_Anirban,11,20,"Port Talbot, United Kingdom",5.0,5.0,5.0,5.0,3.0,3.0
